row_id,microbusiness_density
12083_2022-11-01,4.006963110398724
12085_2022-11-01,4.006963110398724
12086_2022-11-01,4.006963110398724
12087_2022-11-01,4.006963110398724
12089_2022-11-01,4.006963110398724
12091_2022-11-01,4.006963110398724
12093_2022-11-01,4.006963110398724
12095_2022-11-01,4.006963110398724
12097_2022-11-01,4.006963110398724
12099_2022-11-01,4.006963110398724
12101_2022-11-01,4.006963110398724
12103_2022-11-01,4.006963110398724
12105_2022-11-01,4.006963110398724
12107_2022-11-01,4.006963110398724
12109_2022-11-01,4.006963110398724
12111_2022-11-01,4.006963110398724
12113_2022-11-01,4.006963110398724
12115_2022-11-01,4.006963110398724
12117_2022-11-01,4.006963110398724
12119_2022-11-01,4.006963110398724
12121_2022-11-01,4.006963110398724
12123_2022-11-01,4.006963110398724
12125_2022-11-01,4.006963110398724
12127_2022-11-01,4.006963110398724
12129_2022-11-01,4.006963110398724
12131_2022-11-01,4.006963110398724
12133_2022-11-01,4.006963110398724
13001_2022-11-01,4.006963110398724
13003_2022-11-01,4.006963110398724
13005_2022-11-01,4.006963110398724
13007_2022-11-01,4.006963110398724
13009_2022-11-01,4.006963110398724
13011_2022-11-01,4.006963110398724
13013_2022-11-01,4.006963110398724
13015_2022-11-01,4.006963110398724
13017_2022-11-01,4.006963110398724
13019_2022-11-01,4.006963110398724
13021_2022-11-01,4.006963110398724
13023_2022-11-01,4.006963110398724
13025_2022-11-01,4.006963110398724
13027_2022-11-01,4.006963110398724
13029_2022-11-01,4.006963110398724
13031_2022-11-01,4.006963110398724
13033_2022-11-01,4.006963110398724
13035_2022-11-01,4.006963110398724
13037_2022-11-01,4.006963110398724
13039_2022-11-01,4.006963110398724
13043_2022-11-01,4.006963110398724
13045_2022-11-01,4.006963110398724
13047_2022-11-01,4.006963110398724
13049_2022-11-01,4.006963110398724
13051_2022-11-01,4.006963110398724
13053_2022-11-01,4.006963110398724
13055_2022-11-01,4.006963110398724
13057_2022-11-01,4.006963110398724
13059_2022-11-01,4.006963110398724
13061_2022-11-01,4.006963110398724
13063_2022-11-01,4.006963110398724
13065_2022-11-01,4.006963110398724
13067_2022-11-01,4.006963110398724
13069_2022-11-01,4.006963110398724
13071_2022-11-01,4.006963110398724
13073_2022-11-01,4.006963110398724
13075_2022-11-01,4.006963110398724
13077_2022-11-01,4.006963110398724
13079_2022-11-01,4.006963110398724
13081_2022-11-01,4.006963110398724
13083_2022-11-01,4.006963110398724
13085_2022-11-01,4.006963110398724
13087_2022-11-01,4.006963110398724
13089_2022-11-01,4.006963110398724
13091_2022-11-01,4.006963110398724
13093_2022-11-01,4.006963110398724
13095_2022-11-01,4.006963110398724
13097_2022-11-01,4.006963110398724
13099_2022-11-01,4.006963110398724
13101_2022-11-01,4.006963110398724
13103_2022-11-01,4.006963110398724
13105_2022-11-01,4.006963110398724
13107_2022-11-01,4.006963110398724
13109_2022-11-01,4.006963110398724
13111_2022-11-01,4.006963110398724
13113_2022-11-01,4.006963110398724
13115_2022-11-01,4.006963110398724
13117_2022-11-01,4.006963110398724
13119_2022-11-01,4.006963110398724
13121_2022-11-01,4.006963110398724
13123_2022-11-01,4.006963110398724
13125_2022-11-01,4.006963110398724
13127_2022-11-01,4.006963110398724
13129_2022-11-01,4.006963110398724
13131_2022-11-01,4.006963110398724
13133_2022-11-01,4.006963110398724
13135_2022-11-01,4.006963110398724
13137_2022-11-01,4.006963110398724
13139_2022-11-01,4.006963110398724
13141_2022-11-01,4.006963110398724
13143_2022-11-01,4.006963110398724
13145_2022-11-01,4.006963110398724
13147_2022-11-01,4.006963110398724
13149_2022-11-01,4.006963110398724
13151_2022-11-01,4.006963110398724
13153_2022-11-01,4.006963110398724
13155_2022-11-01,4.006963110398724
13157_2022-11-01,4.006963110398724
13159_2022-11-01,4.006963110398724
13161_2022-11-01,4.006963110398724
13163_2022-11-01,4.006963110398724
13165_2022-11-01,4.006963110398724
13167_2022-11-01,4.006963110398724
13169_2022-11-01,4.006963110398724
13171_2022-11-01,4.006963110398724
13173_2022-11-01,4.006963110398724
13175_2022-11-01,4.006963110398724
13177_2022-11-01,4.006963110398724
13179_2022-11-01,4.006963110398724
13181_2022-11-01,4.006963110398724
13183_2022-11-01,4.006963110398724
13185_2022-11-01,4.006963110398724
13187_2022-11-01,4.006963110398724
13189_2022-11-01,4.006963110398724
13191_2022-11-01,4.006963110398724
13193_2022-11-01,4.006963110398724
13195_2022-11-01,4.006963110398724
13197_2022-11-01,4.006963110398724
13199_2022-11-01,4.006963110398724
13201_2022-11-01,4.006963110398724
13205_2022-11-01,4.006963110398724
13207_2022-11-01,4.006963110398724
13209_2022-11-01,4.006963110398724
13211_2022-11-01,4.006963110398724
13213_2022-11-01,4.006963110398724
13215_2022-11-01,4.006963110398724
13217_2022-11-01,4.006963110398724
13219_2022-11-01,4.006963110398724
13221_2022-11-01,4.006963110398724
13223_2022-11-01,4.006963110398724
13225_2022-11-01,4.006963110398724
13227_2022-11-01,4.006963110398724
13229_2022-11-01,4.006963110398724
13231_2022-11-01,4.006963110398724
13233_2022-11-01,4.006963110398724
13235_2022-11-01,4.006963110398724
13237_2022-11-01,4.006963110398724
13239_2022-11-01,4.006963110398724
13241_2022-11-01,4.006963110398724
13243_2022-11-01,4.006963110398724
13245_2022-11-01,4.006963110398724
13247_2022-11-01,4.006963110398724
13249_2022-11-01,4.006963110398724
13251_2022-11-01,4.006963110398724
13253_2022-11-01,4.006963110398724
13255_2022-11-01,4.006963110398724
13257_2022-11-01,4.006963110398724
13259_2022-11-01,4.006963110398724
13261_2022-11-01,4.006963110398724
13263_2022-11-01,4.006963110398724
13265_2022-11-01,4.006963110398724
13267_2022-11-01,4.006963110398724
13269_2022-11-01,4.006963110398724
13271_2022-11-01,4.006963110398724
13273_2022-11-01,4.006963110398724
13275_2022-11-01,4.006963110398724
13277_2022-11-01,4.006963110398724
13279_2022-11-01,4.006963110398724
13281_2022-11-01,4.006963110398724
13283_2022-11-01,4.006963110398724
13285_2022-11-01,4.006963110398724
13287_2022-11-01,4.006963110398724
13289_2022-11-01,4.006963110398724
13291_2022-11-01,4.006963110398724
13293_2022-11-01,4.006963110398724
13295_2022-11-01,4.006963110398724
13297_2022-11-01,4.006963110398724
13299_2022-11-01,4.006963110398724
13301_2022-11-01,4.006963110398724
13303_2022-11-01,4.006963110398724
13305_2022-11-01,4.006963110398724
13307_2022-11-01,4.006963110398724
13309_2022-11-01,4.006963110398724
13311_2022-11-01,4.006963110398724
13313_2022-11-01,4.006963110398724
13315_2022-11-01,4.006963110398724
13317_2022-11-01,4.006963110398724
13319_2022-11-01,4.006963110398724
13321_2022-11-01,4.006963110398724
15001_2022-11-01,4.006963110398724
15003_2022-11-01,4.006963110398724
15005_2022-11-01,4.006963110398724
15007_2022-11-01,4.006963110398724
15009_2022-11-01,4.006963110398724
16001_2022-11-01,4.006963110398724
16003_2022-11-01,4.006963110398724
16005_2022-11-01,4.006963110398724
16007_2022-11-01,4.006963110398724
16009_2022-11-01,4.006963110398724
16011_2022-11-01,4.006963110398724
16013_2022-11-01,4.006963110398724
16015_2022-11-01,4.006963110398724
16017_2022-11-01,4.006963110398724
16019_2022-11-01,4.006963110398724
16021_2022-11-01,4.006963110398724
16023_2022-11-01,4.006963110398724
16025_2022-11-01,4.006963110398724
16027_2022-11-01,4.006963110398724
16029_2022-11-01,4.006963110398724
16031_2022-11-01,4.006963110398724
16033_2022-11-01,4.006963110398724
16035_2022-11-01,4.006963110398724
16037_2022-11-01,4.006963110398724
16039_2022-11-01,4.006963110398724
16041_2022-11-01,4.006963110398724
16043_2022-11-01,4.006963110398724
16045_2022-11-01,4.006963110398724
16047_2022-11-01,4.006963110398724
16049_2022-11-01,4.006963110398724
16051_2022-11-01,4.006963110398724
16053_2022-11-01,4.006963110398724
16055_2022-11-01,4.006963110398724
16057_2022-11-01,4.006963110398724
16059_2022-11-01,4.006963110398724
16061_2022-11-01,4.006963110398724
16063_2022-11-01,4.006963110398724
16065_2022-11-01,4.006963110398724
16067_2022-11-01,4.006963110398724
16069_2022-11-01,4.006963110398724
16071_2022-11-01,4.006963110398724
16073_2022-11-01,4.006963110398724
16075_2022-11-01,4.006963110398724
16077_2022-11-01,4.006963110398724
16079_2022-11-01,4.006963110398724
16081_2022-11-01,4.006963110398724
16083_2022-11-01,4.006963110398724
16085_2022-11-01,4.006963110398724
16087_2022-11-01,4.006963110398724
17001_2022-11-01,4.006963110398724
17003_2022-11-01,4.006963110398724
17005_2022-11-01,4.006963110398724
17007_2022-11-01,4.006963110398724
17009_2022-11-01,4.006963110398724
17011_2022-11-01,4.006963110398724
17013_2022-11-01,4.006963110398724
17015_2022-11-01,4.006963110398724
17017_2022-11-01,4.006963110398724
17019_2022-11-01,4.006963110398724
17021_2022-11-01,4.006963110398724
17023_2022-11-01,4.006963110398724
17025_2022-11-01,4.006963110398724
17027_2022-11-01,4.006963110398724
17029_2022-11-01,4.006963110398724
17031_2022-11-01,4.006963110398724
17033_2022-11-01,4.006963110398724
17035_2022-11-01,4.006963110398724
17037_2022-11-01,4.006963110398724
17039_2022-11-01,4.006963110398724
17041_2022-11-01,4.006963110398724
17043_2022-11-01,4.006963110398724
17045_2022-11-01,4.006963110398724
17047_2022-11-01,4.006963110398724
17049_2022-11-01,4.006963110398724
17051_2022-11-01,4.006963110398724
17053_2022-11-01,4.006963110398724
17055_2022-11-01,4.006963110398724
17057_2022-11-01,4.006963110398724
17059_2022-11-01,4.006963110398724
17061_2022-11-01,4.006963110398724
17063_2022-11-01,4.006963110398724
17065_2022-11-01,4.006963110398724
17067_2022-11-01,4.006963110398724
17069_2022-11-01,4.006963110398724
17071_2022-11-01,4.006963110398724
17073_2022-11-01,4.006963110398724
17075_2022-11-01,4.006963110398724
17077_2022-11-01,4.006963110398724
17079_2022-11-01,4.006963110398724
17081_2022-11-01,4.006963110398724
17083_2022-11-01,4.006963110398724
17085_2022-11-01,4.006963110398724
17087_2022-11-01,4.006963110398724
17089_2022-11-01,4.006963110398724
17091_2022-11-01,4.006963110398724
17093_2022-11-01,4.006963110398724
17095_2022-11-01,4.006963110398724
17097_2022-11-01,4.006963110398724
17099_2022-11-01,4.006963110398724
17101_2022-11-01,4.006963110398724
17103_2022-11-01,4.006963110398724
17105_2022-11-01,4.006963110398724
17107_2022-11-01,4.006963110398724
17109_2022-11-01,4.006963110398724
17111_2022-11-01,4.006963110398724
17113_2022-11-01,4.006963110398724
17115_2022-11-01,4.006963110398724
17117_2022-11-01,4.006963110398724
17119_2022-11-01,4.006963110398724
17121_2022-11-01,4.006963110398724
17123_2022-11-01,4.006963110398724
17125_2022-11-01,4.006963110398724
17127_2022-11-01,4.006963110398724
17129_2022-11-01,4.006963110398724
17131_2022-11-01,4.006963110398724
17133_2022-11-01,4.006963110398724
17135_2022-11-01,4.006963110398724
17137_2022-11-01,4.006963110398724
17139_2022-11-01,4.006963110398724
17141_2022-11-01,4.006963110398724
17143_2022-11-01,4.006963110398724
17145_2022-11-01,4.006963110398724
17147_2022-11-01,4.006963110398724
17149_2022-11-01,4.006963110398724
17151_2022-11-01,4.006963110398724
17153_2022-11-01,4.006963110398724
17155_2022-11-01,4.006963110398724
17157_2022-11-01,4.006963110398724
17159_2022-11-01,4.006963110398724
17161_2022-11-01,4.006963110398724
17163_2022-11-01,4.006963110398724
17165_2022-11-01,4.006963110398724
17167_2022-11-01,4.006963110398724
17169_2022-11-01,4.006963110398724
17171_2022-11-01,4.006963110398724
17173_2022-11-01,4.006963110398724
17175_2022-11-01,4.006963110398724
17177_2022-11-01,4.006963110398724
17179_2022-11-01,4.006963110398724
17181_2022-11-01,4.006963110398724
17183_2022-11-01,4.006963110398724
17185_2022-11-01,4.006963110398724
17187_2022-11-01,4.006963110398724
17189_2022-11-01,4.006963110398724
17191_2022-11-01,4.006963110398724
17193_2022-11-01,4.006963110398724
17195_2022-11-01,4.006963110398724
17197_2022-11-01,4.006963110398724
17199_2022-11-01,4.006963110398724
17201_2022-11-01,4.006963110398724
17203_2022-11-01,4.006963110398724
18001_2022-11-01,4.006963110398724
18003_2022-11-01,4.006963110398724
18005_2022-11-01,4.006963110398724
18007_2022-11-01,4.006963110398724
18009_2022-11-01,4.006963110398724
18011_2022-11-01,4.006963110398724
18013_2022-11-01,4.006963110398724
18015_2022-11-01,4.006963110398724
18017_2022-11-01,4.006963110398724
18019_2022-11-01,4.006963110398724
18021_2022-11-01,4.006963110398724
18023_2022-11-01,4.006963110398724
18025_2022-11-01,4.006963110398724
18027_2022-11-01,4.006963110398724
18029_2022-11-01,4.006963110398724
18031_2022-11-01,4.006963110398724
18033_2022-11-01,4.006963110398724
18035_2022-11-01,4.006963110398724
18037_2022-11-01,4.006963110398724
18039_2022-11-01,4.006963110398724
18041_2022-11-01,4.006963110398724
18043_2022-11-01,4.006963110398724
18045_2022-11-01,4.006963110398724
18047_2022-11-01,4.006963110398724
18049_2022-11-01,4.006963110398724
18051_2022-11-01,4.006963110398724
18053_2022-11-01,4.006963110398724
18055_2022-11-01,4.006963110398724
18057_2022-11-01,4.006963110398724
18059_2022-11-01,4.006963110398724
18061_2022-11-01,4.006963110398724
18063_2022-11-01,4.006963110398724
18065_2022-11-01,4.006963110398724
18067_2022-11-01,4.006963110398724
18069_2022-11-01,4.006963110398724
18071_2022-11-01,4.006963110398724
18073_2022-11-01,4.006963110398724
18075_2022-11-01,4.006963110398724
18077_2022-11-01,4.006963110398724
18079_2022-11-01,4.006963110398724
18081_2022-11-01,4.006963110398724
18083_2022-11-01,4.006963110398724
18085_2022-11-01,4.006963110398724
18087_2022-11-01,4.006963110398724
18089_2022-11-01,4.006963110398724
18091_2022-11-01,4.006963110398724
18093_2022-11-01,4.006963110398724
18095_2022-11-01,4.006963110398724
18097_2022-11-01,4.006963110398724
18099_2022-11-01,4.006963110398724
18101_2022-11-01,4.006963110398724
18103_2022-11-01,4.006963110398724
18105_2022-11-01,4.006963110398724
18107_2022-11-01,4.006963110398724
18109_2022-11-01,4.006963110398724
18111_2022-11-01,4.006963110398724
18113_2022-11-01,4.006963110398724
18115_2022-11-01,4.006963110398724
18117_2022-11-01,4.006963110398724
18119_2022-11-01,4.006963110398724
18121_2022-11-01,4.006963110398724
18123_2022-11-01,4.006963110398724
18125_2022-11-01,4.006963110398724
18127_2022-11-01,4.006963110398724
18129_2022-11-01,4.006963110398724
18131_2022-11-01,4.006963110398724
18133_2022-11-01,4.006963110398724
18135_2022-11-01,4.006963110398724
18137_2022-11-01,4.006963110398724
18139_2022-11-01,4.006963110398724
18141_2022-11-01,4.006963110398724
18143_2022-11-01,4.006963110398724
18145_2022-11-01,4.006963110398724
18147_2022-11-01,4.006963110398724
18149_2022-11-01,4.006963110398724
18151_2022-11-01,4.006963110398724
18153_2022-11-01,4.006963110398724
18155_2022-11-01,4.006963110398724
18157_2022-11-01,4.006963110398724
18159_2022-11-01,4.006963110398724
18161_2022-11-01,4.006963110398724
